start time,start time ISO,start time timezone,start time offset,end time,end time ISO,end time timezone,end time offset,type,actual seconds,steps,calories,minutes,heart rate avg,heart rate min,heart rate max,state,version,id
4/25/16 13:10,2016-04-25T13:10:45Z,America/New_York,-240,4/25/16 13:14,2016-04-25T13:14:15Z,America/New_York,-240,bike,210,,5.800000191,3.5,90.80476379,,,complete,1,bike__2016-04-25T131045
4/25/16 13:18,2016-04-25T13:18:09Z,America/New_York,-240,4/25/16 13:28,2016-04-25T13:28:50Z,America/New_York,-240,walk,420,901,46.29999924,10.68333333,125.1565399,,,complete,1,walk__2016-04-25T131809
4/25/16 13:40,2016-04-25T13:40:31Z,America/New_York,-240,4/25/16 13:47,2016-04-25T13:47:39Z,America/New_York,-240,walk,290,639,36.29999924,7.133333333,132.0960236,,,complete,1,walk__2016-04-25T134031
4/25/16 15:46,2016-04-25T15:46:30Z,America/New_York,-240,4/25/16 15:53,2016-04-25T15:53:11Z,America/New_York,-240,walk,200,382,16.20000076,6.683333333,118.7300034,,,complete,1,walk__2016-04-25T154630
4/25/16 15:57,2016-04-25T15:57:26Z,America/New_York,-240,4/25/16 16:06,2016-04-25T16:06:23Z,America/New_York,-240,walk,193,296,6.5,8.95,99.86010742,,,complete,1,walk__2016-04-25T155726
4/25/16 19:31,2016-04-25T19:31:31Z,America/New_York,-240,4/25/16 19:43,2016-04-25T19:43:28Z,America/New_York,-240,walk,402,724,32.40000153,11.95,116.0022964,,,complete,1,walk__2016-04-25T193131
4/25/16 20:44,2016-04-25T20:44:24Z,America/New_York,-240,4/25/16 20:53,2016-04-25T20:53:16Z,America/New_York,-240,walk,348,728,26.29999924,8.866666667,111.1494217,,,complete,1,walk__2016-04-25T204424
4/25/16 21:42,2016-04-25T21:42:28Z,America/New_York,-240,4/25/16 21:49,2016-04-25T21:49:23Z,America/New_York,-240,walk,372,691,33.29999924,6.916666667,118.6666641,,,complete,1,walk__2016-04-25T214228
4/25/16 23:46,2016-04-25T23:46:09Z,America/New_York,-240,4/25/16 23:57,2016-04-25T23:57:53Z,America/New_York,-240,walk,351,769,34.20000076,11.73333333,118.1702118,,,complete,1,walk__2016-04-25T234609
4/26/16 1:37,2016-04-26T01:37:46Z,America/New_York,-240,4/26/16 1:42,2016-04-26T01:42:41Z,America/New_York,-240,walk,216,466,13.19999981,4.916666667,110.1527786,,,complete,1,walk__2016-04-26T013746
4/26/16 1:50,2016-04-26T01:50:26Z,America/New_York,-240,4/26/16 2:05,2016-04-26T02:05:03Z,America/New_York,-240,walk,431,796,32.79999924,14.61666667,117.231308,,,complete,1,walk__2016-04-26T015026
